preco,detalhes.Condomínio:,classe
15000,1900,2
15000,4298,2
16000,130,2
16000,80,2
16385,7590,2
16833,7758,2
17000,60,2
17888,6240,2
17888,6240,2
17888,6240,2
18000,310,2
18000,280,2
19000,900,2
19574,6344,2
20000,1600,2
20000,7439,2
20000,302,2
20000,125,2
20000,2300,2
20000,950,2
20000,270,2
20000,4000,2
20000,60,2
22000,5900,2
22000,200,2
22000,258,2
25000,250,2
25000,185,2
25000,25000,2
25000,1400,2
25000,155,2
25000,325,2
25000,3100,2
25000,10802,2
25010,100,2
25200,6091,2
25250,245,2
26000,600,2
26000,198,2
26500,204,2
27000,2900,2
27600,5954,2
27600,5954,2
27600,5954,2
27600,5954,2
28000,200,2
28750,180,2
29000,240,2
29000,190,2
29900,360,2
30000,300,2
30000,5716,2
30000,2200,2
30000,92,2
30000,200,2
30000,200,2
30000,850,2
30000,70,2
30000,50,2
31003,5384,2
31003,5384,2
31003,5384,2
31003,5384,2
31003,5384,2
31003,5384,2
31003,5384,2
31003,5384,2
31599,5488,2
32500,248,2
33000,90,2
33792,6512,2
34000,160,2
34000,55,2
34000,448,2
35000,300,2
35000,180,2
35000,170,2
35000,35000,2
35000,1,2
35000,50,2
35000,100,2
35000,100,2
35000,1,2
35000,3000,2
35000,380,2
35000,1500,2
35000,300,2
35000,50,2
36000,60,2
37586,8252,2
38000,160,2
38000,50,2
38000,250,2
38000,70,2
38000,70,2
38000,216,2
39000,1720,2
39000,1720,2
40000,6810,2
40000,325,2
40000,180,2
40000,100,2
40000,182,2
40000,280,2
40000,192,2
40000,750,2
40000,930,2
40000,70,2
40000,130,2
40000,80,2
41000,50,2
41748,9423,2
41999,150,2
43000,40,2
44000,700,2
45000,130,2
45000,100,2
45000,250,2
45000,280,2
45000,200,2
45000,140,2
45000,150,2
45000,280,2
45000,80,2
45000,100,2
45000,45,2
45000,105,2
45000,100,2
48000,70,2
48000,10238,2
48000,150,2
49999,300,2
50000,325,2
50000,60,2
50000,65,2
50000,70,2
50000,250,2
50000,200,2
50000,290,2
50000,190,2
50000,200,2
50000,100,2
50000,100,2
50000,5000,2
50000,80,2
50000,250,2
50000,180,2
50000,130,2
50000,280,2
50000,255,2
50000,250,2
50000,130,2
50000,134,2
51156,10799,2
53000,70,2
53000,280,2
53289,120,2
55000,1,2
55000,60,2
55000,1500,2
55000,120,2
55000,160,2
55000,50,2
55000,40,2
55000,100,2
58000,240,2
58000,240,2
59000,145,2
60000,150,2
60000,325,2
60000,100,2
60000,100,2
60000,880,2
60000,160,2
60000,260,2
60000,260,2
60000,954,2
60000,160,2
60000,250,2
60000,450,2
60000,550,2
60000,97,2
60000,157,2
60000,50,2
60000,50,2
60000,210,2
60000,350,2
61000,195,2
62000,280,2
62550,13078,2
62736,11527,2
65000,278,2
65000,122,2
65000,150,2
65000,100,2
65000,80,2
65000,229,2
65000,135,2
65000,130,2
65000,1,2
65000,430,2
65000,300,2
65000,60,2
65000,1,2
65000,100,2
65000,68,2
66000,400,2
66423,13853,2
68000,191,2
68000,65,2
68000,120,2
69000,265,2
70000,293,2
70000,278,2
70000,1,2
70000,515,2
70000,120,2
70000,280,2
70000,2500,2
70000,80,2
70000,120,2
70000,3,2
70000,30,2
70000,60,2
70000,222,2
70000,100,2
70000,160,2
70000,222,2
70000,100,2
70000,130,2
70000,160,2
70000,90,2
70000,90,2
70000,220,2
70000,350,2
71000,352,2
71000,352,2
72000,85,2
72000,55,2
74900,215,2
75000,1,2
75000,400,2
75000,150,2
75000,954,2
75000,160,2
75000,160,2
75000,299,2
75000,580,2
75000,190,2
75000,105,2
75000,18,2
75000,30,2
75000,45,2
75000,215,2
75000,300,2
75000,130,2
76000,390,2
77000,150,2
77599,220,2
78000,140,2
78000,300,2
78000,30,2
78000,126,2
79000,94,2
79000,125,2
79500,190,2
80000,50,2
80000,130,2
80000,2700,2
80000,230,2
80000,360,2
80000,290,2
80000,200,2
80000,130,2
80000,830,2
80000,190,2
80000,150,2
80000,560,2
80000,115,2
80000,150,2
80000,65,2
80000,180,2
80000,8,2
80000,95,2
80000,130,2
80000,290,2
80000,8,2
80000,150,2
80000,350,2
80480,13080,2
82000,450,2
82000,1,2
82000,1,2
82000,60,2
82500,170,2
84900,147,2
85000,135,2
85000,200,2
85000,107,2
85000,80,2
85000,65,2
85000,93,2
85000,350,2
85000,100,2
85000,65,2
85000,1,2
85000,250,2
85000,170,2
85000,119,2
85000,70,2
85000,315,2
85000,10,2
85000,170,2
85000,195,2
85000,180,2
85000,90,2
85000,290,2
87000,100,2
88000,111111,2
89000,150,2
89000,255,2
90000,290,2
90000,85,2
90000,100,2
90000,270,2
90000,200,2
90000,220,2
90000,550,2
90000,230,2
90000,100,2
90000,80,2
90000,200,2
90000,100,2
90000,70,2
90000,107,2
90000,187,2
90000,290,2
90000,120,2
90000,195,2
90000,300,2
90000,30,2
90000,85,2
90000,70,2
90000,155,2
90000,150,2
90000,85,2
90000,150,2
90000,120,2
91000,170,2
91428,220,2
91920,1,2
92000,170,2
94900,380,2
94900,380,2
95000,250,2
95000,80,2
95000,200,2
95000,185,2
95000,100,2
95000,268,2
95000,127,2
95000,300,2
95000,45,2
95000,140,2
95000,115,2
95000,120,2
95000,100,2
95000,183,2
95000,218,2
95000,136,2
95000,380,2
96000,480,2
96058,220,2
97000,237,2
97000,14,2
97000,220,2
98000,45,2
98000,490,2
98000,310,2
98000,65,2
98000,118,2
98000,370,2
99000,160,2
99000,300,2
99000,921,2
99000,1260,2
100000,400,2
100000,170,2
100000,220,2
100000,185,2
100000,370,2
100000,420,2
100000,250,2
100000,117,2
100000,200,2
100000,560,2
100000,50,2
100000,200,2
100000,160,2
100000,190,2
100000,185,2
100000,130,2
100000,1,2
100000,111111,2
100000,250,2
100000,170,2
100000,50,2
100000,100,2
100000,100000,2
100000,250,2
100000,994,2
100000,50,2
100000,1,2
100000,100,2
100000,400,2
105000,160,2
105000,160,2
105000,250,2
105000,420,2
105000,155,2
105000,295,2
105000,325,2
105000,300,2
105000,230,2
105000,120,2
105000,180,2
105000,323,2
105000,200,2
106000,250,2
106000,250,2
109000,158,2
109000,200,2
110000,30,2
110000,100,2
110000,230,2
110000,210,2
110000,200,2
110000,190,2
110000,60,2
110000,320,2
110000,205,2
110000,150,2
110000,50,2
110000,50,2
110000,217,2
110000,100,2
110000,250,2
110000,145,2
110000,490,2
110000,103,2
110000,250,2
110000,95,2
110000,165,2
110000,205,2
110000,280,2
110000,179,2
110000,850,2
110000,350,2
110000,407,2
112000,313,2
112000,500,2
112500,25,2
114000,233,2
115000,360,2
115000,236,2
115000,100,2
115000,60,2
115000,150,2
115000,184,2
115000,450,2
115000,250,2
115000,473,2
115000,237,2
115000,369,2
115000,299,2
115000,125,2
115000,270,2
115000,254,2
115000,1,2
115000,280,2
116000,60,2
117000,205,2
118000,350,2
118000,280,2
120000,170,2
120000,205,2
120000,235,2
120000,200,2
120000,30,2
120000,50,2
120000,220,2
120000,120,2
120000,180,2
120000,50,2
120000,30,2
120000,235,2
120000,120000,2
120000,276,2
120000,330,2
120000,200,2
120000,250,2
120000,270,2
120000,72,2
120000,180,2
120000,188,2
120000,153,2
120000,245,2
120000,280,2
120000,200,2
120000,100,2
120000,145,2
120000,286,2
120000,250,2
120000,60,2
120000,250,2
120000,60,2
120000,210,2
120000,286,2
120000,250,2
120000,100,2
120000,50,2
120000,130,2
120000,230,2
122000,1,2
122000,160,2
124000,143,2
124000,250,2
125000,300,2
125000,130,2
125000,290,2
125000,190,2
125000,120,2
125000,80,2
125000,160,2
125000,60,2
125000,60,2
125000,250,2
125000,80,2
125000,80,2
125000,35,2
125000,230,2
125000,230,2
125000,250,2
125000,300,2
125000,60,2
125000,250,2
125000,280,2
125000,640,2
125000,167,2
125000,170,2
126000,217,2
127000,200,2
128000,275,2
128000,510,2
128000,300,2
129000,220,2
129000,225,2
129000,300,2
129000,300,2
129000,200,2
130000,330,2
130000,186,2
130000,200,2
130000,250,2
130000,223,2
130000,110,2
130000,150,2
130000,1,2
130000,390,2
130000,390,2
130000,200,2
130000,310,2
130000,200,2
130000,220,2
130000,125,2
130000,433,2
130000,250,2
130000,150,2
130000,201,2
130000,350,2
130000,200,2
130000,225,2
130000,300,2
130000,100,2
130000,150,2
130000,270,2
130000,80,2
130000,300,2
130000,240,2
130000,170,2
131620,100,2
133000,130,2
133000,190,2
134000,250,2
134000,250,2
135000,215,2
135000,100,2
135000,250,2
135000,200,2
135000,240,2
135000,180,2
135000,360,2
135000,310,2
135000,240,2
135000,190,2
135000,200,2
135000,190,2
135000,270,2
135000,215,2
135000,230,2
135000,80,2
135000,5,2
135000,123,2
135000,298,2
135000,280,2
136000,250,2
137000,230,2
137000,227,2
138000,280,2
138000,500,2
138000,108,2
138000,307,2
138000,180,2
139000,289,2
139000,468,2
139000,185,2
139000,68,2
139000,180,2
139000,240,2
139000,200,2
139900,240,2
139999,291,2
140000,460,2
140000,400,2
140000,110,2
140000,380,2
140000,400,2
140000,320,2
140000,430,2
140000,200,2
140000,300,2
140000,200,2
140000,180,2
140000,280,2
140000,250,2
140000,400,2
140000,343,2
140000,850,2
140000,1,2
140000,318,2
140000,400,2
140000,240,2
140000,100,2
140000,200,2
140000,270,2
140000,250,2
140000,380,2
140000,80,2
140000,290,2
140000,220,2
140000,200,2
140000,360,2
140000,50,2
140000,400,2
140000,102,2
140000,150,2
140000,150,2
140000,80,2
140000,90,2
140000,250,2
140200,259,2
142000,100,2
143000,200,2
143000,180,2
143000,50,2
144475,190,2
144475,180,2
144999,251,2
145000,233,2
145000,270,2
145000,450,2
145000,180,2
145000,170,2
145000,185,2
145000,450,2
145000,130,2
145000,248,2
145000,150,2
145000,353,2
145000,190,2
145000,360,2
145000,233,2
145000,500,2
145000,245,2
145000,150,2
145000,375,2
145000,202,2
145000,374,2
145000,230,2
147000,334,2
147000,1500,2
148000,55,2
148500,250,2
149000,290,2
149000,150,2
149000,274,2
149000,100,2
149000,150,2
149900,190,2
149900,130,2
149900,130,2
149900,200,2
149999,140,2
150000,280,2
150000,260,2
150000,192,2
150000,110,2
150000,150,2
150000,1,2
150000,250,2
150000,270,2
150000,277,2
150000,250,2
150000,380,2
150000,150,2
150000,200,2
150000,170,2
150000,180,2
150000,315,2
150000,120,2
150000,140,2
150000,225,2
150000,200,2
150000,175,2
150000,50,2
150000,304,2
150000,304,2
150000,150,2
150000,270,2
150000,30,2
150000,252,2
150000,340,2
150000,890,2
150000,300,2
150000,150,2
150000,280,2
150000,550,2
150000,150,2
150000,270,2
150000,80,2
150000,430,2
150000,100,2
150000,480,2
150000,246,2
150000,220,2
150000,283,2
150000,369,2
150000,110,2
150000,350,2
150000,301,2
150000,6,2
150000,230,2
150000,130,2
150000,60,2
150000,200,2
150000,195,2
150000,180,2
150000,235,2
150000,313,2
150000,400,2
150000,400,2
150000,180,2
150000,439,2
150000,330,2
151000,330,2
151990,200,2
152378,98,2
153000,252,2
153000,140,2
153000,50,2
153900,110,2
154745,175,2
154900,180,2
155000,370,2
155000,220,2
155000,830,2
155000,260,2
155000,280,2
155000,180,2
155000,210,2
155000,120,2
155000,296,2
155000,250,2
155000,190,2
155000,240,2
155000,190,2
155000,250,2
155000,320,2
155000,185,2
155000,150,2
155000,4,2
155000,318,2
155000,350,2
155000,380,2
155000,173,2
155000,210,2
155000,69,2
155000,245,2
156000,150,2
157000,540,2
157000,280,2
157000,250,2
157000,150,2
157000,215,2
157000,230,2
157000,365,2
157000,270,2
157500,160,2
158000,150,2
158000,150,2
158771,120,2
159000,150,2
159000,180,2
159000,180,2
159000,150,2
159000,100,2
159000,200,2
159000,370,2
159000,180,2
159000,200,2
159000,380,2
159000,200,2
159000,155,2
159000,390,2
159130,185,2
159800,220,2
159900,250,2
159950,300,2
160000,165,2
160000,445,2
160000,210,2
160000,400,2
160000,265,2
160000,300,2
160000,230,2
160000,220,2
160000,175,2
160000,150,2
160000,270,2
160000,230,2
160000,350,2
160000,91,2
160000,470,2
160000,200,2
160000,330,2
160000,300,2
160000,200,2
160000,100,2
160000,350,2
160000,150,2
160000,300,2
160000,180,2
160000,600,2
160000,365,2
160000,550,2
160000,345,2
160000,350,2
160000,300,2
160000,269,2
160000,160,2
160000,310,2
160000,362,2
160000,480,2
160000,306,2
160000,70,2
160000,530,2
160000,205,2
160000,160,2
160000,380,2
160000,300,2
160000,290,2
160000,315,2
160000,76,2
160000,146,2
160000,280,2
160000,150,2
160000,345,2
160000,186,2
160000,240,2
160000,250,2
160000,300,2
160310,603,2
162000,202,2
162000,250,2
162000,50,2
163000,230,2
164000,150,2
164000,220,2
164000,200,2
165000,105,2
165000,245,2
165000,150,2
165000,350,2
165000,130,2
165000,400,2
165000,230,2
165000,243,2
165000,287,2
165000,290,2
165000,141,2
165000,150,2
165000,30,2
165000,250,2
165000,153,2
165000,439,2
165000,410,2
165000,50,2
165000,200,2
165000,410,2
165000,200,2
165000,260,2
165000,300,2
165000,335,2
165000,210,2
165000,178,2
165000,265,2
165000,70,2
165000,365,2
165000,250,2
166000,480,2
166000,335,2
167000,345,2
168000,200,2
168000,350,2
168000,350,2
169000,285,2
169000,200,2
169000,60,2
169000,220,2
169000,160,2
169000,200,2
169000,290,2
169000,60,2
169900,130,2
169990,245,2
170000,250,2
170000,375,2
170000,288,2
170000,264,2
170000,470,2
170000,400,2
170000,215,2
170000,230,2
170000,357,2
170000,280,2
170000,370,2
170000,230,2
170000,100,2
170000,280,2
170000,220,2
170000,200,2
170000,600,2
170000,190,2
170000,300,2
170000,100,2
170000,250,2
170000,300,2
170000,395,2
170000,80,2
170000,200,2
170000,140,2
170000,230,2
170000,190,2
170000,435,2
170000,100,2
170000,113,2
170000,435,2
170000,315,2
170000,280,2
170000,330,2
170000,300,2
170000,171,2
170000,270,2
170000,200,2
170000,200,2
170000,290,2
170000,220,2
170000,185,2
170000,180,2
170000,290,2
170000,400,2
170000,600,2
170000,600,2
170000,337,2
170000,310,2
170000,230,2
170000,156,2
170000,280,2
170000,250,2
170000,160,2
173000,50,2
174000,200,2
174000,200,2
175000,280,2
175000,200,2
175000,230,2
175000,200,2
175000,140,2
175000,250,2
175000,280,2
175000,185,2
175000,450,2
175000,200,2
175000,230,2
175000,254,2
175000,470,2
175000,400,2
175000,130,2
175000,276,2
175000,190,2
175000,220,2
175000,235,2
175000,250,2
175000,25,2
175000,200,2
175000,410,2
175000,60,2
175000,300,2
175000,200,2
175000,250,2
175000,188,2
176000,120,2
176000,120,2
176000,160,2
176900,200,2
176900,200,2
178000,130,2
178000,590,2
178000,380,2
178600,230,2
179000,30,2
179000,250,2
179000,192,2
179000,250,2
179000,100,2
179000,70,2
179000,248,2
179900,250,2
179900,220,2
179900,165,2
179900,369,2
179900,320,2
179900,250,2
180000,290,2
180000,300,2
180000,120,2
180000,370,2
180000,10,2
180000,220,2
180000,140,2
180000,240,2
180000,18000,2
180000,380,2
180000,307,2
180000,120,2
180000,160,2
180000,280,2
180000,165,2
180000,255,2
180000,350,2
180000,289,2
180000,330,2
180000,130,2
180000,400,2
180000,280,2
180000,260,2
180000,100,2
180000,300,2
180000,190,2
180000,330,2
180000,450,2
180000,50,2
180000,325,2
180000,300,2
180000,230,2
180000,300,2
180000,270,2
180000,200,2
180000,150,2
180000,290,2
180000,250,2
180000,150,2
180000,209,2
180000,238,2
180000,220,2
180000,674,2
180000,300,2
180000,260,2
180000,444,2
180000,220,2
180000,500,2
180000,250,2
180000,370,2
180000,260,2
180000,204,2
180000,340,2
180000,130,2
180000,300,2
180000,205,2
180000,165,2
180000,296,2
180000,160,2
180000,170,2
180000,330,2
180000,270,2
180000,290,2
180000,280000,2
180000,701,2
180000,284,2
180000,700,2
180000,290,2
180000,279,2
182000,206,2
182000,220,2
183000,200,2
185000,280,2
185000,280,2
185000,425,2
185000,363,2
185000,550,2
185000,320,2
185000,320,2
185000,187,2
185000,220,2
185000,500,2
185000,290,2
185000,250,2
185000,270,2
185000,180,2
185000,480,2
185000,409,2
185000,300,2
185000,110,2
185000,445,2
185000,307,2
185000,260,2
185000,320,2
185000,380,2
185000,260,2
185000,190,2
185000,331,2
186000,205,2
186000,100,2
186000,290,2
186000,296,2
187000,220,2
187000,150,2
187000,300,2
188000,500,2
188000,250,2
188000,385,2
188000,500,2
188000,350,2
188000,320,2
188680,250,2
189000,370,2
189000,360,2
189000,491,2
189000,325,2
189000,215,2
189000,220,2
189000,500,2
189000,5,2
189000,30,2
189900,205,2
190000,470,2
190000,160,2
190000,250,2
190000,3,2
190000,500,2
190000,300,2
190000,200,2
190000,790,2
190000,390,2
190000,230,2
190000,420,2
190000,120,2
190000,450,2
190000,300,2
190000,264,2
190000,200,2
190000,600,2
190000,297,2
190000,280,2
190000,235,2
190000,560,2
190000,230,2
190000,180,2
190000,120,2
190000,390,2
190000,280,2
190000,280,2
190000,147,2
190000,317,2
190000,380,2
190000,300,2
190000,230,2
190000,260,2
190000,192,2
190000,100,2
190000,290,2
190000,140,2
190000,100,2
190000,267,2
190000,250,2
190000,190,2
190000,190,2
190000,290,2
190000,339,2
190000,275,2
190000,120,2
190000,1450,2
190000,380,2
190000,460,2
190000,225,2
190000,450,2
190000,240,2
190000,225,2
190000,360,2
190000,570,2
190000,290,2
190000,264,2
190000,247,2
190000,460,2
190000,200,2
190000,258,2
190900,152,2
192000,395,2
192000,300,2
192000,150,2
192000,50,2
194000,215,2
194000,550,2
194000,550,2
194015,100,2
195000,260,2
195000,300,2
195000,280,2
195000,300,2
195000,280,2
195000,230,2
195000,204,2
195000,500,2
195000,450,2
195000,100,2
195000,100,2
195000,280,2
195000,395,2
195000,260,2
195000,230,2
195000,230,2
195000,210,2
195000,250,2
195000,280,2
195000,215,2
195000,400,2
195000,210,2
195494,250,2
196000,170,2
196000,255,2
196000,170,2
196000,350,2
196900,230,2
197000,570,2
197000,314,2
197000,206,2
197900,200,2
197900,100,2
198000,220,2
198000,400,2
198000,200,2
198000,260,2
198000,172,2
199000,390,2
199000,180,2
199000,80,2
199000,310,2
199000,265,2
199000,345,2
199000,210,2
199000,100,2
199000,250,2
199000,280,2
199000,381,2
199000,200,2
199000,320,2
199000,300,2
199000,150,2
199800,230,2
199900,200,2
199900,100,2
199999,199,2
199999,290,2
200000,450,2
200000,370,2
200000,200,2
200000,290,2
200000,600,2
200000,400,2
200000,150,2
200000,140,2
200000,266,2
200000,400,2
200000,200,2
200000,310,2
200000,200,2
200000,295,2
200000,325,2
200000,150,2
200000,150,2
200000,270,2
200000,180,2
200000,200,2
200000,270,2
200000,300,2
200000,343,2
200000,260,2
200000,260,2
200000,380,2
200000,217,2
200000,217,2
200000,115,2
200000,350,2
200000,350,2
200000,355,2
200000,318,2
200000,405,2
200000,350,2
200000,250,2
200000,300,2
200000,300,2
200000,270,2
200000,150,2
200000,280,2
200000,370,2
200000,381,2
200000,525,2
200000,808,2
200000,300,2
200000,450,2
200000,300,2
200000,185,2
200000,369,2
200000,310,2
200000,324,2
200000,180,2
200000,445,2
200000,200,2
200000,200,2
200000,280,2
200000,200,2
200000,160,2
200340,200,2
201900,100,2
202000,150,2
202000,370,2
202000,520,2
202000,250,2
203000,225,2
205000,324,2
205000,90,2
205000,325,2
205000,220,2
205000,291,2
205000,150,2
205000,100,2
205000,30,2
205000,210,2
205000,220,2
205000,312,2
205000,230,2
205000,150,2
205000,205,2
205000,380,2
205000,150,2
205000,380,2
205000,220,2
205000,150,2
205009,230,2
207000,250,2
207000,220,2
208000,160,2
208131,256,2
209000,400,2
209000,250,2
210000,400,2
210000,450,2
210000,130,2
210000,180,2
210000,400,2
210000,350,2
210000,170,2
210000,125,2
210000,270,2
210000,187,2
210000,300,2
210000,350,2
210000,350,2
210000,290,2
210000,280,2
210000,150,2
210000,21300,2
210000,450,2
210000,80,2
210000,220,2
210000,327,2
210000,280,2
210000,500,2
210000,245,2
210000,290,2
210000,450,2
210000,458,2
210000,200,2
210000,300,2
210000,50,2
210000,70,2
210000,300,2
210000,200,2
210000,250,2
210000,210,2
210000,210,2
210000,340,2
210000,284,2
210000,4480,2
210000,310,2
210000,360,2
210000,270,2
210000,178,2
210000,265,2
210000,300,2
210000,384,2
210000,224,2
210000,250,2
210000,400,2
210000,326,2
210000,490,2
211000,286,2
212000,214,2
212000,280,2
212000,280,2
212000,90,2
212700,270,2
212766,600,2
213000,60,2
213000,630,2
213000,630,2
213000,307,2
215000,70,2
215000,310,2
215000,270,2
215000,1,2
215000,1,2
215000,250,2
215000,512,2
215000,300,2
215000,120,2
215000,368,2
215000,170,2
215000,300,2
215000,199,2
215000,120,2
215000,265,2
215000,1,2
215000,50,2
215000,160,2
215000,480,2
215000,356,2
215000,217,2
215000,230,2
215000,185,2
215000,400,2
215000,250,2
215000,1,2
215000,345,2
215000,350,2
215000,340,2
215000,280,2
215000,310,2
215000,50,2
215000,148,2
215000,370,2
215000,320,2
215000,330,2
215000,200,2
215000,260,2
215000,475,2
216900,413,2
218000,260,2
218000,299,2
218000,210,2
218000,48000,2
218000,212,2
218000,290,2
219000,490,2
219000,420,2
219107,350,2
219999,160,2
219999,259,2
219999,170,2
220000,600,2
220000,230,2
220000,308,2
220000,100,2
220000,80,2
220000,550,2
220000,180,2
220000,270,2
220000,15,2
220000,160,2
220000,300,2
220000,390,2
220000,570,2
220000,500,2
220000,1,2
220000,188,2
220000,430,2
220000,361,2
220000,100,2
220000,299,2
220000,400,2
220000,270,2
220000,407,2
220000,290,2
220000,400,2
220000,250,2
220000,100,2
220000,330,2
220000,200,2
220000,250,2
220000,340,2
220000,100,2
220000,168,2
220000,350,2
220000,260,2
220000,290,2
220000,215,2
220000,550,2
220000,220,2
220000,254,2
220000,500,2
220000,200,2
220000,312,2
220000,100,2
220000,500,2
220000,360,2
220000,180,2
220000,150,2
220000,480,2
220000,400,2
220000,380,2
220000,662,2
220000,503,2
220000,350,2
220000,400,2
220000,250,2
220000,236,2
220000,305,2
220000,280,2
220000,150,2
220000,450,2
220000,540,2
220000,480,2
220000,250,2
220000,310,2
220000,380,2
221700,330,2
222000,360,2
222000,210,2
222000,330,2
223000,330,2
223000,330,2
224000,220,2
224000,230,2
224000,800,2
224000,800,2
224900,313,2
225000,330,2
225000,300,2
225000,220,2
225000,300,2
225000,380,2
225000,220,2
225000,200,2
225000,452,2
225000,186,2
225000,330,2
225000,250,2
225000,230,2
225000,260,2
225000,130,2
225000,315,2
225000,180,2
225000,370,2
225000,270,2
225000,304,2
225000,175,2
225000,452,2
225000,309,2
225000,290,2
225000,260,2
225000,330,2
225000,400,2
225000,210,2
225000,178,2
225000,200,2
225000,320,2
225000,330,2
225000,200,2
225000,230,2
225000,130,2
225005,380,2
226368,380,2
227350,100,2
228000,358,2
228000,480,2
228000,100,2
229000,230,2
229000,270,2
229000,380,2
229000,150,2
229000,262,2
229000,465,2
229370,455,2
230000,540,2
230000,390,2
230000,320,2
230000,400,2
230000,300,2
230000,349,2
230000,310,2
230000,230,2
230000,379,2
230000,420,2
230000,530,2
230000,240,2
230000,320,2
230000,290,2
230000,50,2
230000,1,2
230000,1,2
230000,350,2
230000,220,2
230000,600,2
230000,450,2
230000,320,2
230000,390,2
230000,5000,2
230000,350,2
230000,310,2
230000,290,2
230000,406,2
230000,310,2
230000,300,2
230000,420,2
230000,250,2
230000,350,2
230000,250,2
230000,100,2
230000,50,2
230000,165,2
230000,500,2
230000,700,2
230000,350,2
230000,350,2
230000,50,2
230000,70,2
230000,235,2
230000,400,2
230000,200,2
230000,50,2
230000,260,2
230000,400,2
230000,125,2
230000,300,2
230000,320,2
230000,260,2
230000,350,2
230000,414,2
230000,272,2
230000,267,2
230000,480,2
230000,80,2
231000,220,2
232000,398,2
233000,300,2
234000,220,2
234000,250,2
234000,230,2
234000,500,2
234000,250000,2
235000,200,2
235000,313,2
235000,250,2
235000,380,2
235000,350,2
235000,320,2
235000,280,2
235000,400,2
235000,342,2
235000,530,2
235000,280,2
235000,334,2
235000,330,2
235000,230,2
235000,200,2
235000,360,2
235000,230,2
235000,300,2
235000,220,2
235000,500,2
235000,170,2
235000,218,2
235000,380,2
235000,340,2
235000,356,2
235000,200,2
235000,266,2
235900,850,2
236000,183,2
236000,250,2
237000,377,2
237037,300,2
237500,590,2
237700,330,2
238000,230,2
238000,270,2
238900,300,2
239000,300,2
239000,295,2
239000,250,2
239000,290,2
239000,280,2
239900,267,2
239900,252,2
239988,360,2
240000,300,2
240000,300,2
240000,1,2
240000,488,2
240000,128,2
240000,140,2
240000,315,2
240000,188,2
240000,450,2
240000,490,2
240000,270,2
240000,380,2
240000,452,2
240000,347,2
240000,500,2
240000,200,2
240000,320,2
240000,350,2
240000,260,2
240000,340,2
240000,250,2
240000,200,2
240000,298,2
240000,282,2
240000,350,2
240000,300,2
240000,1,2
240000,200,2
240000,270,2
240000,400,2
240000,400,2
240000,750,2
240000,265,2
240000,200,2
240000,450,2
240000,690,2
240000,340,2
240000,375,2
240000,330,2
240000,440,2
240000,218,2
240000,610,2
240000,300,2
240000,50,2
240000,300,2
240000,290,2
240000,250,2
240000,450,2
240000,190,2
240000,340,2
240000,130,2
240000,230,2
240000,270,2
240000,200,2
242520,579,2
243000,290,2
243000,420,2
244000,350,2
244000,200,2
244000,303,2
244000,250,2
245000,230,2
245000,404,2
245000,250,2
245000,322,2
245000,250,2
245000,390,2
245000,650,2
245000,150,2
245000,260,2
245000,345,2
245000,256,2
245000,436,2
245000,70,2
245000,300,2
245000,230,2
245000,345,2
245000,299,2
245000,326,2
245000,360,2
245000,340,2
245000,150,2
245000,490,2
245000,280,2
245000,350,2
245000,230,2
245000,230,2
245000,330,2
245000,400,2
245000,200,2
247000,354,2
247000,220,2
248000,600,2
248000,75,2
248000,250,2
249000,280,2
249000,600,2
249000,289,2
249000,320,2
249000,320,2
249000,530,2
249000,212,2
249000,600,2
249900,270,2
249999,200,2
250000,360,2
250000,215,2
250000,330,2
250000,330,2
250000,350,2
250000,250,2
250000,650,2
250000,340,2
250000,385,2
250000,293,2
250000,300,2
250000,413,2
250000,400,2
250000,380,2
250000,1700,2
250000,370,2
250000,700,2
250000,250,2
250000,280,2
250000,460,2
250000,400,2
250000,100,2
250000,280,2
250000,480,2
250000,450,2
250000,400,2
250000,330,2
250000,260,2
250000,400,2
250000,318,2
250000,360,2
250000,400,2
250000,300,2
250000,300,2
250000,650,2
250000,320,2
250000,120,2
250000,380,2
250000,350,2
250000,400,2
250000,380,2
250000,300,2
250000,220,2
250000,380,2
250000,500,2
250000,600,2
250000,330,2
250000,460,2
250000,295,2
250000,240,2
250000,254,2
250000,150,2
250000,200,2
250000,450,2
250000,150,2
250000,400,2
250000,505,2
250000,250,2
250000,450,2
250000,280,2
250000,280,2
250000,385,2
250000,512,2
250000,700,2
250000,450,2
250000,1,2
250000,150,2
250000,50,2
250000,350,2
250000,180,2
250000,180,2
250000,230,2
250000,308,2
250000,400,2
250000,250,2
250000,400,2
250000,650,2
250000,305,2
250000,130,2
250000,343,2
250000,580,2
250000,410,2
250000,540,2
250000,595,2
250000,350,2
251000,200,2
252000,250,2
253000,320,2
254000,300,2
254000,367,2
254950,290,2
255000,550,2
255000,270,2
255000,285,2
255000,650,2
255000,240,2
255000,360,2
255000,38500,2
255000,290,2
255000,300,2
255000,280,2
255000,465,2
255000,400,2
255000,260,2
255000,250,2
255000,340,2
255000,300,2
255000,375,2
255000,250,2
255000,130,2
255000,320,2
255000,350,2
255000,300,2
255000,300,2
255000,260,2
256000,470,2
256000,225,2
256000,350,2
256025,390,2
256900,341,2
257000,360,2
258000,600,2
259000,310,2
259000,100,2
259999,385,2
260000,500,2
260000,370,2
260000,236,2
260000,250,2
260000,400,2
260000,400,2
260000,340,2
260000,1,2
260000,370,2
260000,350,2
260000,270,2
260000,515,2
